name,city,country,IATA,ICAO,lat,lon,timezone
Diosdado Macapagal Intl ,Angeles City,Philippines,CRK,RPLC,15.186,120.559998,8
Sandakan ,Sandakan,Malaysia,SDK,WBKS,5.900899887084961,118.05899810791016,8
Luang Namtha ,Luang Namtha,Laos,LXG,VLLN,20.966999,101.400002,7
Oudomsay ,Muang Xay,Laos,ODY,VLOS,20.68269920349121,101.99400329589844,7
Taoxian ,Shenyang,China,SHE,ZYTX,41.639801025390625,123.48300170898438,8
Dongying Shengli ,Dongying,China,DOY,ZSDY,37.5085983276,118.788002014,8
John A. Osborne ,Geralds,Montserrat,MNI,TRPG,16.791400909423828,-62.19329833984375,-4
Petersburg James A Johnson ,Petersburg,United States,PSG,PAPG,56.80170059,-132.9450073,-9
Luoyang ,Luoyang,China,LYA,ZHLY,34.741100311299995,112.388000488,8
Xuzhou Guanyin ,Xuzhou,China,XUZ,ZSXZ,34.059056,117.555278,8
Magway ,Magwe,Burma,MWQ,VYMW,20.1656,94.941399,6.5
Kanti ,Khamti,Burma,KHM,VYKI,25.988300323486328,95.67440032958984,6.5
Lien Khuong ,Dalat,Vietnam,DLI,VVDL,11.75,108.366997,7
Dong Hoi ,Dong Hoi,Vietnam,VDH,VVDH,17.515,106.590556,7
Rach Gia ,Rach Gia,Vietnam,VKG,VVRG,9.95802997234,105.132379532,7
Cà Mau ,Ca Mau,Vietnam,CAH,VVCM,9.177667,105.177778,7
Chu Lai Intl ,Chu Lai,Vietnam,VCL,VVCA,15.403300285299999,108.706001282,7
Dong Tac ,Tuy Hoa,Vietnam,TBB,VVTH,13.049599647500001,109.333999634,7
Mae Hong Son ,Pai,Thailand,PYY,VTCI,19.3719997406,98.43699646,7
Bol ,Brac,Croatia,BWK,LDSB,43.285701751708984,16.67970085144043,1
Yaoundé Nsimalen Intl ,Yaounde,Cameroon,NSI,FKYS,3.722559928894043,11.553299903869629,1
Conakry Intl ,Conakry,Guinea,CKY,GUCY,9.57689,-13.612,0
Aachen-Merzbrück ,Aachen,Germany,AAH,EDKA,50.823055267333984,6.186388969421387,1
Karlsruhe Baden-Baden ,Karlsruhe/Baden-Baden,Germany,FKB,EDSB,48.7793998718,8.08049964905,1
Orlando Sanford Intl ,Sanford,United States,SFB,KSFB,28.777599334716797,-81.23750305175781,-5
John Murtha Johnstown Cambria County ,Johnstown,United States,JST,KJST,40.31610107421875,-78.83390045166016,-5
Lukla ,Lukla,Nepal,LUA,VNLK,27.686899185180664,86.72969818115234,5.75
Bhojpur ,Bhojpur,Nepal,BHP,VNBJ,27.14739990234375,87.05079650878906,5.75
Lamidanda ,Lamidanda,Nepal,LDN,VNLD,27.25309944152832,86.66999816894531,5.75
Jomsom ,Jomsom,Nepal,JMO,VNJS,28.780426,83.723,5.75
Manang ,Manang,Nepal,NGX,VNMA,28.641399,84.089203,5.75
Phaplu ,Phaplu,Nepal,PPL,VNPL,27.517787,86.584454,5.75
Rumjatar ,Rumjatar,Nepal,RUM,VNRT,27.303499221801758,86.55039978027344,5.75
Tulsipur ,Dang,Nepal,DNP,VNDG,28.111099243164062,82.29419708251953,5.75
Rukum Chaurjahari ,Rukumkot,Nepal,RUK,VNRK,28.627001,82.195,5.75
Jumla ,Jumla,Nepal,JUM,VNJL,29.2742,82.193298,5.75
Taplejung ,Taplejung,Nepal,TPJ,VNTJ,27.3509,87.69525,5.75
Tumling Tar ,Tumling Tar,Nepal,TMI,VNTR,27.315001,87.193298,5.75
Surkhet ,Surkhet,Nepal,SKH,VNSK,28.586,81.636002,5.75
Simikot ,Simikot,Nepal,IMK,VNST,29.971099853515625,81.81890106201172,5.75
Dolpa ,Dolpa,Nepal,DOP,VNDP,28.985700607299805,82.81909942626953,5.75
Bajhang ,Bajhang,Nepal,BJH,VNBG,29.538999557495117,81.1854019165039,5.75
Dhangarhi ,Dhangarhi,Nepal,DHI,VNDH,28.753299713134766,80.58190155029297,5.75
Muan Intl ,Muan,South Korea,MWX,RKJB,34.991406,126.382814,9
Astypalaia ,Astypalaia,Greece,JTY,LGPL,36.5798988342,26.3757991791,2
Ikaria ,Ikaria,Greece,JIK,LGIK,37.6827011108,26.3470993042,2
Kalymnos ,Kalymnos,Greece,JKL,LGKY,36.9632987976,26.9405994415,2
Milos ,Milos,Greece,MLO,LGML,36.696899,24.4769,2
Naxos ,Cyclades Islands,Greece,JNX,LGNX,37.0811004639,25.3680992126,2
Paros National ,Paros,Greece,PAS,LGPA,37.020495,25.113195,2
Kastelorizo ,Kastelorizo,Greece,KZS,LGKJ,36.1417007446,29.576400756799995,2
Marsa Alam Intl ,Marsa Alam,Egypt,RMF,HEMA,25.557100296,34.5836982727,2
Weeze ,Weeze,Germany,NRN,EDLV,51.6024017334,6.14216995239,1
Francisco B. Reyes ,Busuanga,Philippines,USU,RPVV,12.1215000153,120.099998474,8
Bancasi ,Butuan,Philippines,BXU,RPME,8.9515,125.4788,8
Dipolog ,Dipolog,Philippines,DPL,RPMG,8.60198349877,123.341875076,8
Laoag Intl ,Laoag,Philippines,LAO,RPLI,18.1781005859375,120.53199768066406,8
Legazpi City Intl ,Legazpi,Philippines,LGP,RPLP,13.1575,123.735,8
Labo ,Ozamis,Philippines,OZC,RPMO,8.178509712219238,123.84200286865234,8
Mactan Cebu Intl ,Cebu,Philippines,CEB,RPVM,10.307499885559,123.97899627686,8
Norden-Norddeich ,Norden,Germany,NOD,EDWS,53.633056640599996,7.19027805328,1
Juist ,Juist,Germany,JUI,EDWJ,53.68111038208008,7.055832862854004,1
Porto Seguro ,Porto Seguro,Brazil,BPS,SBPS,-16.438601,-39.080898,-3
Iguatu ,Iguatu,Brazil,QIG,SNIG,-6.346640110015869,-39.293800354003906,-3
Brigadeiro Lysias Rodrigues ,Palmas,Brazil,PMW,SBPJ,-10.291500091600001,-48.35699844359999,-3
Nelson Ribeiro Guimarães ,Caldas Novas,Brazil,CLV,SBCN,-17.725299835205,-48.607498168945,-3
Missoula Intl ,Missoula,United States,MSO,KMSO,46.91630173,-114.0910034,-7
Blackall ,Blackall,Australia,BKQ,YBCK,-24.427799224900003,145.429000854,10
Bundaberg ,Bundaberg,Australia,BDB,YBUD,-24.903900146499996,152.319000244,10
Grand Canyon National Park ,Grand Canyon,United States,GCN,KGCN,35.95240020751953,-112.14700317382812,-7
Sugar Land Regional ,Sugar Land,United States,SGR,KSGR,29.622299194336,-95.65650177002,-6
Hayman Island Heliport,Hayman Island,Australia,\N,YHYN,-20.0599,148.8834,10
Centennial ,Denver,United States,APA,KAPA,39.57009888,-104.848999,-7
Clovis Municipal ,Clovis,United States,CVN,KCVN,34.4250984192,-103.07900238,-7
Fort Stockton Pecos County ,Fort Stockton,United States,FST,KFST,30.9157009125,-102.916000366,-6
Las Vegas Municipal ,Las Vegas,United States,LVS,KLVS,35.6542015076,-105.141998291,-7
West Houston ,Houston,United States,IWS,KIWS,29.818199157699997,-95.67259979250001,-6
La Junta Municipal ,La Junta,United States,\N,KLHX,38.04970169,-103.5090027,-7
Las Cruces Intl ,Las Cruces,United States,LRU,KLRU,32.289398193359375,-106.9219970703125,-7
Stephens County ,Breckenridge,United States,BKD,KBKD,32.71900177,-98.89099884030001,-6
Draughon Miller Central Texas Regional ,Temple,United States,TPL,KTPL,31.15250015258789,-97.40779876708984,-6
Ozona Municipal ,Ozona,United States,OZA,KOZA,30.735300064087,-101.20300292969,-6
Kaadedhdhoo ,Kaadedhdhoo,Maldives,KDM,VRMT,0.48813098669052124,72.99690246582031,5
Aklavik/Freddie Carmichael ,Aklavik,Canada,LAK,CYKD,68.223297,-135.00599,-7
Déline ,Deline,Canada,YWJ,CYWJ,65.21109771728516,-123.43599700927734,-7
Tulita ,Tulita,Canada,ZFN,CZFN,64.909697,-125.572998,-7
Fort Good Hope ,Fort Good Hope,Canada,YGH,CYGH,66.24079895019531,-128.6510009765625,-7
Tanna ,Tanna,Vanuatu,TAH,NVVW,-19.45509910583496,169.2239990234375,11
Paulatuk (Nora Aliqatchialuk Ruben) ,Paulatuk,Canada,YPC,CYPC,69.3608381154,-124.075469971,-7
El Trompillo ,Santa Cruz,Bolivia,SRZ,SLET,-17.8115997314,-63.1715011597,-4
Juancho E. Yrausquin ,Saba,Netherlands Antilles,SAB,TNCS,17.645000457763672,-63.220001220703125,-4
Eagle County Regional ,Vail,United States,EGE,KEGE,39.64260101,-106.9179993,-7
Stokmarknes Skagen ,Stokmarknes,Norway,SKN,ENSK,68.578826904297,15.033416748047,1
Cuyahoga County ,Richmond Heights,United States,CGF,KCGF,41.5651016235,-81.4863967896,-5
Mansfield Lahm Regional ,Mansfield,United States,MFD,KMFD,40.82139968869999,-82.5166015625,-5
Columbus Metropolitan ,Columbus,United States,CSG,KCSG,32.516300201416016,-84.93890380859375,-5
Lawton Fort Sill Regional ,Lawton,United States,LAW,KLAW,34.5676994324,-98.4166030884,-6
Northern Colorado Regional ,Fort Collins,United States,FNL,KFNL,40.451804,-105.011,-7
Flagstaff Pulliam ,Flagstaff,United States,FLG,KFLG,35.13850021,-111.6709976,-7
Lake Tahoe ,South Lake Tahoe,United States,TVL,KTVL,38.89390182495117,-119.99500274658203,-8
Joslin Field Magic Valley Regional ,Twin Falls,United States,TWF,KTWF,42.4818,-114.487999,-7
Martha’s Vineyard ,Vineyard Haven MA,United States,MVY,KMVY,41.3931007385,-70.6143035889,-5
Concord Municipal ,Concord NH,United States,CON,KCON,43.20270157,-71.50229645,-5
Groton New London ,Groton CT,United States,GON,KGON,41.330101013183594,-72.04509735107422,-5
St Cloud Regional ,Saint Cloud,United States,STC,KSTC,45.546600341796875,-94.05989837646484,-6
Qinhuangdao Beidaihe ,Bagan,Burma,BPE,ZBDH,39.666389,119.058889,8
Golden Triangle Regional ,Columbus Mississippi,United States,GTR,KGTR,33.450298309299995,-88.5914001465,-6
Nizhny Novgorod Strigino Intl ,Nizhniy Novgorod,Russia,GOJ,UWGG,56.230098724365,43.784000396729,3
Bowerman ,Hoquiam,United States,HQM,KHQM,46.971199035599994,-123.93699646,-8
Erie Intl Tom Ridge Field,Erie,United States,ERI,KERI,42.0831270134,-80.1738667488,-5
Barnstable Municipal Boardman Polando Field,Barnstable,United States,HYA,KHYA,41.66930008,-70.28040314,-5
San Pedro ,San Pedro,Belize,SPR,MZSP,17.9139,-87.9711,-6
Sedona ,Sedona,United States,SDX,KSEZ,34.848598480225,-111.78800201416,-7
Morgantown Municipal Walter L. Bill Hart Field,Morgantown,United States,MGW,KMGW,39.64289856,-79.91629791,-5
Yeager ,Charleston,United States,CRW,KCRW,38.37310028076172,-81.59320068359375,-5
Wilkes Barre Scranton Intl ,Scranton,United States,AVP,KAVP,41.338500976599995,-75.72339630130001,-5
Bemidji Regional ,Bemidji,United States,BJI,KBJI,47.50939941,-94.93370056,-6
Thangool ,Biloela,Australia,THG,YTNG,-24.493900299072266,150.5760040283203,10
Fagali’i ,Apia,Samoa,FGI,NSFI,-13.848699569699999,-171.740005493,13
Ballina Byron Gateway ,Ballina Byron Bay,Australia,BNK,YBNA,-28.8339004517,153.56199646,10
Hector Intl ,Fargo,United States,FAR,KFAR,46.92070007324219,-96.81580352783203,-6
Charles B. Wheeler Downtown ,Kansas City,United States,MKC,KMKC,39.123199462890625,-94.5927963256836,-6
Ratanakiri ,Ratanakiri,Cambodia,RBE,VDRK,13.729999542236328,106.98699951171875,7
Gillette Campbell County ,Gillette,United States,GCC,KGCC,44.348899841299996,-105.539001465,-7
Bogashevo ,Tomsk,Russia,TOF,UNTT,56.380298614502,85.208297729492,7
El Toro Marine Corps Air Station,Santa Ana,United States,NZJ,KNZJ,33.67610168457031,-117.73100280761719,-8
Phetchabun ,Phetchabun,Thailand,PHY,VTPB,16.6760005951,101.194999695,7
Chumphon ,Chumphon,Thailand,CJM,VTSE,10.711199760437012,99.36170196533203,7
Jiuzhai Huanglong ,Jiuzhaigou,China,JZH,ZUJZ,32.8533333333,103.682222222,8
Jieyang Chaoshan Intl ,Shantou,China,SWA,ZGOW,23.552,116.5033,8
Cheddi Jagan Intl ,Georgetown,Guyana,GEO,SYCJ,6.498549938201904,-58.25410079956055,-4
Guarani Intl ,Ciudad del Este,Paraguay,AGT,SGES,-25.454516,-54.842682,-4
Eugene F. Correira Intl ,Georgetown,Guyana,OGL,SYGO,6.80628,-58.1059,-4
Kaieteur Intl ,Kaieteur,Guyana,KAI,PKSA,5.17275476456,-59.491481781,-4
Dunhuang ,Dunhuang,China,DNH,ZLDH,40.16109848022461,94.80919647216797,8
Ancona Falconara ,Ancona,Italy,AOI,LIPY,43.616299,13.3623,1
Chamonate ,Copiapo,Chile,\N,SCHA,-27.2968997955,-70.4131011963,-4
Taba Intl ,Taba,Egypt,TCP,HETB,29.587799072299998,34.7780990601,2
Milas Bodrum Intl ,Bodrum,Turkey,BJV,LTFE,37.25059890749999,27.6643009186,3
Tabarka 7 Novembre ,Tabarka,Tunisia,TBJ,DTKA,36.97999954223633,8.87693977355957,1
Sabiha Gökçen Intl ,Istanbul,Turkey,SAW,LTFJ,40.898601532,29.3092002869,3
University Park ,State College Pennsylvania,United States,SCE,KUNV,40.8493003845,-77.84870147710001,-5
Broome Intl ,Broome,Australia,BME,YBRM,-17.944700241088867,122.23200225830078,8
Newcastle ,Newcastle,Australia,NTL,YWLM,-32.79499816894531,151.83399963378906,10
Bakki ,Bakki,Iceland,\N,BIBA,63.55609893798828,-20.137500762939453,0
Klagenfurt ,Klagenfurt,Austria,KLU,LOWK,46.642502,14.3377,1
Hammerfest ,Hammerfest,Norway,HFT,ENHF,70.679702758789,23.668600082397,1
Valan ,Honningsvag,Norway,HVG,ENHV,71.009696960449,25.983600616455,1
Mehamn ,Mehamn,Norway,MEH,ENMH,71.02970123291,27.826700210571,1
Vadsø ,Vadsø,Norway,VDS,ENVD,70.065299987793,29.844699859619,1
Imam Khomeini Intl ,Tehran,Iran,IKA,OIIE,35.416099548339844,51.152198791503906,3.5
Mashhad Intl ,Mashhad,Iran,MHD,OIMM,36.235198974609375,59.64099884033203,3.5
Ust-Ilimsk ,Ust Ilimsk,Russia,UIK,UIBS,58.13610076904297,102.56500244140625,8
Key Field,Meridian,United States,MEI,KMEI,32.33259963989258,-88.75189971923828,-6
Abraham Lincoln Capital ,Springfield,United States,SPI,KSPI,39.84410095,-89.67790222,-6
Cortez Municipal ,Cortez,United States,CEZ,KCEZ,37.3030014038,-108.627998352,-7
Yampa Valley ,Hayden,United States,HDN,KHDN,40.48120117,-107.2180023,-7
Gallup Municipal ,Gallup,United States,GUP,KGUP,35.511100769,-108.789001465,-7
Liberal Mid-America Regional ,Liberal,United States,LBL,KLBL,37.0442009,-100.9599991,-6
Lamar Municipal ,Lamar,United States,LAA,KLAA,38.069698333699996,-102.68800354,-7
Renner Field-Goodland Municipal ,Goodland,United States,GLD,KGLD,39.37060165,-101.6989975,-7
Yellowstone Regional ,Cody,United States,COD,KCOD,44.520198822,-109.024002075,-7
St. Mary’s ,ST MARY\’S,United Kingdom,ISC,EGHE,49.913299560546875,-6.291669845581055,0
Springfield Branson National ,Springfield,United States,SGF,KSGF,37.24570084,-93.38860321,-6
Narvik Framnes ,Narvik,Norway,NVK,ENNK,68.436897277832,17.386699676514,1
Berlevåg ,Berlevag,Norway,BVG,ENBV,70.871399,29.034201,1
Norilsk-Alykel ,Norilsk,Russia,NSK,UOOO,69.31109619140625,87.33219909667969,7
Anapa Vityazevo ,Anapa,Russia,AAQ,URKA,45.002101898193,37.347301483154,3
Joplin Regional ,Joplin,United States,JLN,KJLN,37.151798248291016,-94.49829864501953,-6
Lehigh Valley Intl ,Allentown,United States,ABE,KABE,40.652099609375,-75.44080352783203,-5
Northwest Arkansas Regional ,Bentonville,United States,XNA,KXNA,36.281898,-94.306801,-6
Atyrau ,Atyrau,Kazakhstan,GUW,UATG,47.12189865112305,51.8213996887207,5
Kzyl-Orda Southwest ,Kzyl-Orda,Kazakhstan,KZO,UAOO,44.706902,65.592499,6
South Bend Regional ,South Bend,United States,SBN,KSBN,41.70869827270508,-86.31729888916016,-5
Bykovo ,Moscow,Russia,BKA,UUBB,55.6171989441,38.0600013733,3
Talagi ,Arkhangelsk,Russia,ARH,ULAA,64.60030364990234,40.71670150756836,3
Saratov Central ,Saratov,Russia,RTW,UWSS,51.564998626708984,46.04669952392578,3
Novy Urengoy ,Novy Urengoy,Russia,NUX,USMU,66.06939697265625,76.52030181884766,5
Noyabrsk ,Noyabrsk,Russia,NOJ,USRO,63.18330001831055,75.2699966430664,5
Aktau ,Aktau,Kazakhstan,SCO,UATE,43.8601,51.091999,5
Ukhta ,Ukhta,Russia,UCT,UUYH,63.566898345947266,53.8046989440918,3
Usinsk ,Usinsk,Russia,USK,UUYS,66.00469970703125,57.3671989440918,3
Pechora ,Pechora,Russia,PEX,UUYP,65.12110137939453,57.13079833984375,3
Naryan Mar ,Naryan-Mar,Russia,NNM,ULAM,67.63999938964844,53.12189865112305,3
Pskov ,Pskov,Russia,PKV,ULOO,57.78390121459961,28.395599365234375,3
Kogalym Intl ,Kogalym,Russia,KGP,USRK,62.190399169921875,74.53379821777344,5
Yemelyanovo ,Krasnoyarsk,Russia,KJA,UNKL,56.172901,92.493301,7
Sary-Arka ,Karaganda,Kazakhstan,KGF,UAKK,49.670799255371094,73.33439636230469,6
Novosibirsk North ,Novosibirsk,Russia,\N,UNCC,55.09170150756836,82.90670013427734,7
Uray ,Uraj,Russia,URJ,USHU,60.10329818725586,64.82669830322266,5
Ivanovo South ,Ivanovo,Russia,IWA,UUBI,56.93939971923828,40.940799713134766,3
Longjia ,Changchun,China,CGQ,ZYCC,43.9962005615,125.684997559,8
Niigata ,Niigata,Japan,KIJ,RJSN,37.9558982849,139.121002197,9
Johnston Atoll ,Johnston Island,Johnston Atoll,JON,PJON,16.7285995483,-169.533996582,-10
Smith Field,Fort Wayne IN,United States,SMD,KSMD,41.14339828,-85.15280151,-5
California Redwood Coast-Humboldt County ,Arcata CA,United States,ACV,KACV,40.978101,-124.109,-8
Albert J Ellis ,Jacksonville NC,United States,OAJ,KOAJ,34.8292007446,-77.61209869380001,-5
Tuscaloosa Regional ,Tuscaloosa AL,United States,TCL,KTCL,33.220600128174,-87.611396789551,-6
Dubuque Regional ,Dubuque IA,United States,DBQ,KDBQ,42.40200043,-90.70950317,-6
Shun Tak Heliport,Hong Kong,Hong Kong,HHP,VHST,22.2893714905,114.152153015,8
Uru Harbour ,Atoifi,Solomon Islands,ATD,AGAT,-8.87333,161.011002,11
Gwaunaru’u ,Auki,Solomon Islands,AKS,AGGA,-8.70257,160.682007,11
Ballalae ,Ballalae,Solomon Islands,BAS,AGGE,-6.990745,155.886656,11
Fera/Maringe ,Fera Island,Solomon Islands,FRE,AGGF,-8.1075,159.576996,11
Babanakira ,Mbambanakira,Solomon Islands,MBU,AGGI,-9.7475004196167,159.83900451660156,11
Ngorangora ,Kirakira,Solomon Islands,IRA,AGGK,-10.449700355500001,161.897994995,11
Santa Cruz/Graciosa Bay/Luova ,Santa Cruz/Graciosa Bay/Luova,Solomon Islands,SCZ,AGGL,-10.72029972076416,165.7949981689453,11
Munda ,Munda,Solomon Islands,MUA,AGGM,-8.327969551086426,157.26300048828125,11
Nusatupe ,Gizo,Solomon Islands,GZO,AGGN,-8.09778022766,156.863998413,11
Mono ,Stirling Island,Solomon Islands,MNY,AGGO,-7.416940212249756,155.56500244140625,11
Rennell/Tingoa ,Rennell Island,Solomon Islands,RNL,AGGR,-11.533900260925293,160.06300354003906,11
Marau ,Marau,Solomon Islands,RUS,AGGU,-9.861669540409999,160.824996948,11
Suavanao ,Suavanao,Solomon Islands,VAO,AGGV,-7.585559844970703,158.7310028076172,11
Kaghau ,Kagau Island,Solomon Islands,KGE,AGKG,-7.3305,157.585,11
Ramata ,Ramata,Solomon Islands,RBV,AGRM,-8.168060302734375,157.64300537109375,11
Buka ,Buka Island,Papua New Guinea,BUA,AYBK,-5.4223198890686035,154.67300415039062,10
Chimbu ,Kundiawa,Papua New Guinea,CMU,AYCH,-6.024290084838867,144.9709930419922,10
Daru ,Daru,Papua New Guinea,DAU,AYDU,-9.08675956726,143.207992554,10
Gurney ,Gurney,Papua New Guinea,GUR,AYGN,-10.3114995956,150.333999634,10
Girua ,Girua,Papua New Guinea,PNP,AYGR,-8.80453968048,148.309005737,10
Kimbe ,Hoskins,Papua New Guinea,HKN,AYHK,-5.462170124053955,150.40499877929688,10
Kiunga ,Kiunga,Papua New Guinea,UNG,AYKI,-6.1257100105285645,141.28199768066406,10
Kikori ,Kikori,Papua New Guinea,KRI,AYKK,-7.424379825592041,144.2500762939453,10
Kerema ,Kerema,Papua New Guinea,KMA,AYKM,-7.96361017227,145.770996094,10
Kavieng ,Kavieng,Papua New Guinea,KVG,AYKV,-2.57940006256,150.807998657,10
Mendi ,Mendi,Papua New Guinea,MDU,AYMN,-6.14774,143.656998,10
Momote ,Momote,Papua New Guinea,MAS,AYMO,-2.06189,147.423996,10
Moro ,Moro,Papua New Guinea,MXH,AYMR,-6.36332988739,143.238006592,10
Misima Island ,Misima Island,Papua New Guinea,MIS,AYMS,-10.689200401299999,152.837997437,10
Tari ,Tari,Papua New Guinea,TIZ,AYTA,-5.84499979019,142.947998047,10
Tabubil ,Tabubil,Papua New Guinea,TBG,AYTB,-5.27861,141.225998,10
Tokua ,Tokua,Papua New Guinea,RAB,AYTK,-4.34045982361,152.380004883,10
Vanimo ,Vanimo,Papua New Guinea,VAI,AYVN,-2.6926,141.3028,10
Wapenamanda ,Wapenamanda,Papua New Guinea,WBM,AYWD,-5.6433000564575195,143.89500427246094,10
Alluitsup Paa Heliport,Alluitsup Paa,Greenland,LLU,BGAP,60.46445,-45.56917,-3
Neerlerit Inaat ,Neerlerit Inaat,Greenland,CNP,BGCO,70.7431030273,-22.6504993439,-1
Paamiut Heliport,Paamiut,Greenland,JFR,BGFH,61.9921989441,-49.6624984741,-3
Qeqertarsuaq Heliport,Qeqertarsuaq Airport,Greenland,JGO,BGGN,69.251181993,-53.5148763657,-3
Qaqortoq Heliport,Qaqortoq,Greenland,JJU,BGJH,60.715684155299996,-46.0299186409,-3
Maniitsoq ,Maniitsoq,Greenland,JSU,BGMQ,65.4124984741,-52.9393997192,-3
Nanortalik Heliport,Nanortalik,Greenland,JNN,BGNN,60.141883975899994,-45.232976675,-3
Narsaq Heliport,Narsaq,Greenland,JNS,BGNS,60.9172827256,-46.059923172,-3
Qaanaaq ,Qaanaaq,Greenland,NAQ,BGQQ,77.4886016846,-69.3887023926,-4
Sisimiut ,Sisimiut,Greenland,JHS,BGSS,66.9513015747,-53.7293014526,-3
Upernavik ,Upernavik,Greenland,JUV,BGUK,72.7901992798,-56.1305999756,-3
Qaarsut ,Uummannaq,Greenland,JQA,BGUQ,70.7341995239,-52.6962013245,-3
Grímsey ,Grímsey,Iceland,GRY,BIGR,66.5458,-18.0173,0
Thorshofn ,Thorshofn,Iceland,THO,BITN,66.21849822998047,-15.335599899291992,0
Vopnafjörður ,Vopnafjörður,Iceland,VPN,BIVO,65.72059631347656,-14.850600242614746,0
Whistler/Green Lake Water Aerodrome,Whistler,Canada,YWS,CAE5,50.1436004639,-122.948997498,-8
Anahim Lake ,Anahim Lake,Canada,YAA,CAJ4,52.45249938964844,-125.3030014038086,-8
Williams Harbour ,Williams Harbour,Canada,YWM,CCA6,52.566898345947266,-55.784698486328125,-3.5
St. Lewis (Fox Harbour) ,St. Lewis,Canada,YFX,CCK4,52.372798919677734,-55.67390060424805,-3.5
Port Hope Simpson ,Port Hope Simpson,Canada,YHA,CCP4,52.528099060058594,-56.28609848022461,-3.5
Rigolet ,Rigolet,Canada,YRG,CCZ2,54.1796989440918,-58.45750045776367,-4
Colville Lake ,Colville Lake,Canada,YCK,CEB3,67.0392,-126.08,-7
Whatì ,Whatì,Canada,YLE,CEM3,63.13169860839844,-117.24600219726562,-7
Summer Beaver ,Summer Beaver,Canada,SUR,CJV7,52.70859909057617,-88.54190063476562,-5
Wapekeka ,Angling Lake,Canada,YAX,CKB6,53.84920120239258,-89.57939910888672,-6
Wunnumin Lake ,Wunnumin Lake,Canada,WNN,CKL3,52.89390182495117,-89.28919982910156,-5
North Spirit Lake ,North Spirit Lake,Canada,YNO,CKQ3,52.4900016784668,-92.97109985351562,-6
Bearskin Lake ,Bearskin Lake,Canada,XBE,CNE3,53.965599060058594,-91.0271987915039,-6
Kingfisher Lake ,Kingfisher Lake,Canada,KIF,CNM5,53.01250076293945,-89.85530090332031,-5
Ogoki Post ,Ogoki Post,Canada,YOG,CNT3,51.6585998535,-85.9017028809,-5
Poplar Hill ,Poplar Hill,Canada,YHP,CPV7,52.1133,-94.2556,-6
Chisasibi ,Chisasibi,Canada,YKU,CSU2,53.805599212646484,-78.91690063476562,-5
Tête-à-la-Baleine ,Tête-à-la-Baleine,Canada,ZTB,CTB6,50.674400329589844,-59.38359832763672,-4
La Tabatière ,La Tabatière,Canada,ZLT,CTU5,50.8307991027832,-58.97560119628906,-4
Cat Lake ,Cat Lake,Canada,YAC,CYAC,51.72719955444336,-91.82440185546875,-6
Fort Frances Municipal ,Fort Frances,Canada,YAG,CYAG,48.65420150756836,-93.439697265625,-6
Kasabonika ,Kasabonika,Canada,XKS,CYAQ,53.52470016479492,-88.6427993774414,-5
Kangirsuk ,Kangirsuk,Canada,YKG,CYAS,60.027198791503906,-69.99919891357422,-5
Attawapiskat ,Attawapiskat,Canada,YAT,CYAT,52.9275016784668,-82.43190002441406,-5
Lac Du Bonnet ,Lac Du Bonnet,Canada,\N,CYAX,50.2943992615,-96.0100021362,-6
Uranium City ,Uranium City,Canada,YBE,CYBE,59.5614013671875,-108.48100280761719,-6
Lourdes de Blanc Sablon ,Lourdes-De-Blanc-Sablon,Canada,YBX,CYBX,51.443599700899995,-57.185298919699996,-4
Cartwright ,Cartwright,Canada,YRF,CYCA,53.68280029296875,-57.041900634765625,-4
Chesterfield Inlet ,Chesterfield Inlet,Canada,YCS,CYCS,63.346900939899996,-90.73110198970001,-6
Nain ,Nain,Canada,YDP,CYDP,56.549198150634766,-61.680301666259766,-4
Fort Severn ,Fort Severn,Canada,YER,CYER,56.01890182495117,-87.67610168457031,-5
Fort Albany ,Fort Albany,Canada,YFA,CYFA,52.20140075683594,-81.6968994140625,-5
Fort Hope ,Fort Hope,Canada,YFH,CYFH,51.5619010925293,-87.90779876708984,-5
Makkovik ,Makkovik,Canada,YMN,CYFT,55.076900482177734,-59.1864013671875,-4
Texada Gillies Bay ,Texada,Canada,YGB,CYGB,49.69419860839844,-124.51799774169922,-8
Gods Lake Narrows ,Gods Lake Narrows,Canada,YGO,CYGO,54.55889892578125,-94.49140167236328,-6
Igloolik ,Igloolik,Canada,YGT,CYGT,69.3647003174,-81.8161010742,-5
Kuujjuarapik ,Kuujjuarapik,Canada,YGW,CYGW,55.281898498535156,-77.76529693603516,-5
Gillam ,Gillam,Canada,YGX,CYGX,56.35749816894531,-94.71060180664062,-6
Grise Fiord ,Grise Fiord,Canada,YGZ,CYGZ,76.4261016846,-82.90920257570001,-5
Quaqtaq ,Quaqtaq,Canada,YQC,CYHA,61.0463981628418,-69.6177978515625,-5
Vancouver Harbour Water Aerodrome,Vancouver,Canada,CXH,CYHC,49.2943992615,-123.111000061,-8
Nemiscau ,Nemiscau,Canada,YNS,CYHH,51.69110107421875,-76.1355972290039,-5
Hopedale ,Hopedale,Canada,YHO,CYHO,55.448299407958984,-60.228599548339844,-4
Chevery ,Chevery,Canada,YHR,CYHR,50.46889877319336,-59.63669967651367,-4
Ivujivik ,Ivujivik,Canada,YIK,CYIK,62.417301177978516,-77.92530059814453,-5
Island Lake ,Island Lake,Canada,YIV,CYIV,53.857200622558594,-94.65360260009766,-6
