name,city,country,IATA,ICAO,lat,lon,timezone
Arvidsjaur ,Arvidsjaur,Sweden,AJR,ESNX,65.59030151367188,19.28190040588379,1
Örebro ,Orebro,Sweden,ORB,ESOE,59.22370147705078,15.038000106811523,1
Stockholm Västerås ,Vasteras,Sweden,VST,ESOW,59.58940124511719,16.63360023498535,1
Luleå ,Lulea,Sweden,LLA,ESPA,65.543800354004,22.121999740601,1
Arboga ,Arboga,Sweden,\N,ESQO,59.386600494384766,15.924099922180176,1
Stockholm-Arlanda ,Stockholm,Sweden,ARN,ESSA,59.651901245117,17.918600082397,1
Stockholm-Bromma ,Stockholm,Sweden,BMA,ESSB,59.354400634765625,17.941699981689453,1
Borlange ,Borlange,Sweden,BLE,ESSD,60.422000885009766,15.515199661254883,1
Hultsfred ,Hultsfred,Sweden,HLF,ESSF,57.525799,15.8233,1
Gävle Sandviken ,Gavle,Sweden,GVX,ESSK,60.593299865722656,16.951400756835938,1
Linköping City ,Linkoeping,Sweden,LPI,ESSL,58.4062004089,15.680500030500001,1
Norrköping ,Norrkoeping,Sweden,NRK,ESSP,58.586299896240234,16.250600814819336,1
Eskilstuna ,Eskilstuna,Sweden,EKT,ESSU,59.35110092163086,16.70840072631836,1
Visby ,Visby,Sweden,VBY,ESSV,57.662799835205,18.346200942993,1
Kalixfors ,Kalixfors,Sweden,\N,ESUK,67.76480102539062,20.257200241088867,1
[Duplicate] Giebelstadt Army Air Field,Giebelstadt,Germany,GHF,ETEU,49.648101806599996,9.966489791870002,1
Celle ,Celle,Germany,ZCN,ETHC,52.59120178222656,10.022100448608398,1
Fritzlar ,Fritzlar,Germany,FRZ,ETHF,51.1146,9.286,1
Roth ,Roth,Germany,\N,ETHR,49.217498779296875,11.100199699401855,1
Grafenwohr Army Air Field,Grafenwoehr,Germany,\N,ETIC,49.698699951171875,11.940199851989746,1
Hanau Army Air Field,Hanau,Germany,ZNF,ETID,50.169201,8.96159,1
Hohenfels Army Air Field,Hohenfels,Germany,\N,ETIH,49.218101501464844,11.836099624633789,1
Flugplatz Kitzingen,Kitzingen,Germany,KZG,ETIN,49.743099,10.2006,1
Nordholz Naval Airbase,Nordholz,Germany,FCN,ETMN,53.7677001953,8.658499717709999,1
Rostock-Laage ,Laage,Germany,RLG,ETNL,53.9182014465,12.278300285299999,1
Wittmundhafen ,Wittmundhafen,Germany,\N,ETNT,53.54779815673828,7.667329788208008,1
Vilseck Army Air Field,Vilseck,Germany,\N,ETOI,49.63359832763672,11.767200469970703,1
Coleman Army Air Field,Coleman,Germany,\N,ETOR,49.5635986328125,8.463390350341797,1
Erding ,Erding,Germany,\N,ETSE,48.32229995727539,11.948699951171875,1
Ingolstadt Manching ,Ingolstadt,Germany,IGS,ETSI,48.7156982421875,11.534000396728516,1
Neuburg AFB,Neuburg,Germany,\N,ETSN,48.710999,11.2115,1
Alexander Bay ,Alexander Bay,South Africa,ALJ,FAAB,-28.575001,16.5333,2
Aggeneys ,Aggeneys,South Africa,AGZ,FAAG,-29.28179931640625,18.813899993896484,2
Brakpan ,Brakpan,South Africa,\N,FABB,-26.23859977722168,28.301799774169922,2
Bisho ,Bisho,South Africa,BIY,FABE,-32.8970985413,27.279100418099997,2
Bram Fischer Intl ,Bloemfontein,South Africa,BFN,FABL,-29.092699050900002,26.302400589,2
Bethlehem ,Bethlehem,South Africa,\N,FABM,-28.2483997345,28.3360996246,2
Hendrik Potgieter ,Bothaville,South Africa,\N,FABO,-27.36680030822754,26.629199981689453,2
Cape Town Intl ,Cape Town,South Africa,CPT,FACT,-33.9648017883,18.6016998291,2
Calvinia ,Calvinia,South Africa,\N,FACV,-31.50029945373535,19.725900650024414,2
King Shaka Intl ,Durban,South Africa,DUR,FALE,-29.6144444444,31.1197222222,2
Ben Schoeman ,East London,South Africa,ELS,FAEL,-33.0355987549,27.825899124099998,2
Ermelo ,Ermelo,South Africa,\N,FAEO,-26.4955997467041,29.979799270629883,2
Ficksburg Sentraoes ,Ficksburg,South Africa,FCB,FAFB,-28.82309913635254,27.908899307250977,2
Grand Central ,Johannesburg,South Africa,GCJ,FAGC,-25.986299514799995,28.1401004791,2
George ,George,South Africa,GRJ,FAGG,-34.0056,22.378902,2
Graaff Reinet ,Graaff Reinet,South Africa,\N,FAGR,-32.193599700927734,24.541400909423828,2
Grahamstown ,Grahamstown,South Africa,\N,FAGT,-33.284698486328125,26.49810028076172,2
Greytown ,Greytown,South Africa,\N,FAGY,-29.1219997406,30.586700439499996,2
Harmony ,Harmony,South Africa,\N,FAHA,-28.078699111938477,26.8612003326416,2
Harrismith ,Harrismith,South Africa,HRS,FAHR,-28.23509979248047,29.106199264526367,2
Hoedspruit Air Force Base ,Hoedspruit,South Africa,HDS,FAHS,-24.368600845299998,31.0487003326,2
Gariep Dam ,Hendrik Verwoerddam,South Africa,\N,FAHV,-30.56220054626465,25.52829933166504,2
OR Tambo Intl ,Johannesburg,South Africa,JNB,FAOR,-26.1392,28.246,2
P C Pelser ,Klerksdorp,South Africa,KXE,FAKD,-26.8710994720459,26.718000411987305,2
Kimberley ,Kimberley,South Africa,KIM,FAKM,-28.802799224900003,24.7651996613,2
Krugersdorp ,Krugersdorp,South Africa,\N,FAKR,-26.0808259199,27.7259149551,2
Kroonstad ,Kroonstad,South Africa,\N,FAKS,-27.660600662231445,27.315799713134766,2
Johan Pienaar ,Kuruman,South Africa,KMH,FAKU,-27.45669937133789,23.411399841308594,2
Kleinsee ,Kleinsee,South Africa,KLZ,FAKZ,-29.6884002686,17.093999862700002,2
Lanseria ,Johannesburg,South Africa,HLA,FALA,-25.938499450699997,27.9260997772,2
Lichtenburg ,Lichtenburg,South Africa,\N,FALI,-26.17569923400879,26.184600830078125,2
Makhado Air Force Base ,Lambertsbaai,South Africa,\N,FALM,-23.159900665283203,29.696500778198242,2
Langebaanweg ,Langebaanweg,South Africa,SDB,FALW,-32.968898773199996,18.1602993011,2
Ladysmith ,Ladysmith,South Africa,LAY,FALY,-28.5816993713,29.749700546299998,2
Middelburg ,Middelburg,South Africa,\N,FAMB,-25.684799194335938,29.440200805664062,2
Margate ,Margate,South Africa,MGH,FAMG,-30.8574008942,30.343000412,2
Marble Hall ,Marble Hall,South Africa,\N,FAMI,-24.989099502563477,29.283100128173828,2
Majuba Power Station ,Majuba Power Station,South Africa,\N,FAMJ,-27.079299926799997,29.7784996033,2
Riverside ,Malalane,South Africa,LLE,FAMN,-25.4300003052,31.5767002106,2
Morningside Farm ,Musina,South Africa,\N,FAMS,-25.7045001984,26.9090003967,2
Mkuze ,Mkuze,South Africa,MZQ,FAMU,-27.626100540161133,32.0443000793457,2
Newcastle ,Newcastle,South Africa,NCS,FANC,-27.7705993652,29.976900100699996,2
Overberg ,Overberg,South Africa,OVG,FAOB,-34.554901123,20.250699996900003,2
Oudtshoorn ,Oudtshoorn,South Africa,OUH,FAOH,-33.6069984436,22.188999176,2
Port Elizabeth ,Port Elizabeth,South Africa,PLZ,FAPE,-33.9849014282,25.6173000336,2
Plettenberg Bay ,Plettenberg Bay,South Africa,PBZ,FAPG,-34.0881601675,23.3287234306,2
Hendrik Van Eck ,Phalaborwa,South Africa,PHW,FAPH,-23.937200546299998,31.1553993225,2
Pietersburg Municipal ,Polokwane,South Africa,\N,FAPI,-23.9260997772,29.4843997955,2
Port St Johns ,Port Saint Johns,South Africa,JOH,FAPJ,-31.605899810791016,29.519800186157227,2
Pietermaritzburg ,Pietermaritzburg,South Africa,PZB,FAPM,-29.649000167799997,30.3987007141,2
Pilanesberg Intl ,Pilanesberg,South Africa,NTY,FAPN,-25.333799362199997,27.173400878900004,2
Polokwane Intl ,Potgietersrus,South Africa,PTG,FAPP,-23.845269,29.458615,2
Potchefstroom ,Potchefstroom,South Africa,PCF,FAPS,-26.670999527,27.0818996429,2
Parys ,Parys,South Africa,\N,FAPY,-26.889299392700195,27.503400802612305,2
Queenstown ,Queenstown,South Africa,UTW,FAQT,-31.92020034790039,26.882200241088867,2
Richards Bay ,Richard’s Bay,South Africa,RCB,FARB,-28.740999221800003,32.0920982361,2
Rustenburg ,Rustenburg,South Africa,\N,FARG,-25.6443004608,27.271099090599996,2
Robertson ,Robertson,South Africa,ROD,FARS,-33.812198638916016,19.902799606323242,2
Springbok ,Springbok,South Africa,SBU,FASB,-29.689300537109375,17.939599990844727,2
Secunda ,Secunda,South Africa,ZEC,FASC,-26.52409935,29.170099258399997,2
Saldanha /Vredenburg ,Saldanha,South Africa,\N,FASD,-32.964099884,17.9692993164,2
Swartkop Air Force Base,Swartkop,South Africa,\N,FASK,-25.8097000122,28.164600372299997,2
Sishen ,Sishen,South Africa,SIS,FASS,-27.6485996246,22.9993000031,2
Hendrik Swellengrebel ,Swellendam,South Africa,\N,FASX,-34.04819869995117,20.474599838256836,2
Skukuza ,Skukuza,South Africa,SZK,FASZ,-24.960899353,31.5886993408,2
Tommys Field ,Tommy’s Field,South Africa,\N,FATF,-28.260000228881836,22.993200302124023,2
New Tempe ,Bloemfontein,South Africa,\N,FATP,-29.032899856567383,26.15760040283203,2
Tutuka Power Station ,Tutuka,South Africa,\N,FATT,-26.776599884,29.3388004303,2
Tzaneen ,Tzaneen,South Africa,LTA,FATZ,-23.8243999481,30.329299926799997,2
Prince Mangosuthu Buthelezi ,Ulundi,South Africa,ULD,FAUL,-28.3206005096,31.4165000916,2
Pierre Van Ryneveld ,Upington,South Africa,UTN,FAUP,-28.39909935,21.260200500499998,2
K. D. Matanzima ,Umtata,South Africa,UTT,FAUT,-31.546363184900002,28.6733551025,2
Vryburg ,Vryburg,South Africa,VRU,FAVB,-26.9824008942,24.7287998199,2
Virginia ,Durban,South Africa,VIR,FAVG,-29.770599365234375,31.058399200439453,2
Vredendal ,Vredendal,South Africa,VRE,FAVR,-31.641000747680664,18.5447998046875,2
Vereeniging ,Vereeniging,South Africa,\N,FAVV,-26.566400528,27.9608001709,2
Wonderboom ,Pretoria,South Africa,PRY,FAWB,-25.6539,28.224199,2
Witbank ,Witbank,South Africa,\N,FAWI,-25.832300186199998,29.1919994354,2
Waterkloof Air Force Base,Waterkloof,South Africa,WKF,FAWK,-25.829999923699997,28.222499847399998,2
Welkom ,Welkom,South Africa,\N,FAWM,-27.996824511099998,26.663333892799997,2
Ysterplaat Air Force Base,Ysterplaat,South Africa,\N,FAYP,-33.90019989013672,18.498300552368164,2
Zeerust ,Zeerust,South Africa,\N,FAZR,-25.599000930786133,26.042299270629883,2
Francistown ,Francistown,Botswana,FRW,FBFT,-21.15959930419922,27.47450065612793,2
Jwaneng ,Jwaneng,Botswana,JWA,FBJW,-24.6023006439209,24.69099998474121,2
Kasane ,Kasane,Botswana,BBK,FBKE,-17.83289909362793,25.162399291992188,2
Maun ,Maun,Botswana,MUB,FBMN,-19.97260093688965,23.431100845336914,2
Sir Seretse Khama Intl ,Gaberone,Botswana,GBE,FBSK,-24.555201,25.9182,2
Selebi Phikwe ,Selebi-phikwe,Botswana,PKW,FBSP,-22.0583,27.8288,2
Maya-Maya ,Brazzaville,Congo (Brazzaville),BZV,FCBB,-4.251699924468994,15.253000259399414,1
Owando ,Owando,Congo (Kinshasa),FTX,FCOO,-0.5313500165939331,15.95009994506836,1
Ouesso ,Ouesso,Congo (Kinshasa),OUE,FCOU,1.6159900426899998,16.0379009247,1
Pointe Noire ,Pointe-noire,Congo (Brazzaville),PNR,FCPP,-4.816030025482178,11.88659954071045,1
Matsapha ,Manzini,Swaziland,MTS,FDMS,-26.52899932861328,31.3075008392334,2
Bangui M’Poko Intl ,Bangui,Central African Republic,BGF,FEFF,4.39847993850708,18.518800735473633,1
Berbérati ,Berberati,Central African Republic,BBT,FEFT,4.2215800285339355,15.786399841308594,1
Bata ,Bata,Equatorial Guinea,BSG,FGBT,1.9054700136184692,9.805680274963379,1
Malabo ,Malabo,Equatorial Guinea,SSG,FGSL,3.755270004272461,8.708720207214355,1
RAF Ascension Island,Wide Awake,Saint Helena,ASI,FHAW,-7.9696,-14.3937,0
Sir Seewoosagur Ramgoolam Intl ,Plaisance,Mauritius,MRU,FIMP,-20.430201,57.683601,4
Sir Charles Gaetan Duval ,Rodriguez Island,Mauritius,RRG,FIMR,-19.7577,63.361,4
Diego Garcia Naval Support Facility,Diego Garcia Island,British Indian Ocean Territory,NKW,FJDG,-7.31327,72.411102,6
Tiko ,Tiko,Cameroon,TKC,FKKC,4.08919000626,9.360529899600001,1
Douala Intl ,Douala,Cameroon,DLA,FKKD,4.0060801506,9.719479560849999,1
Salak ,Maroua,Cameroon,MVR,FKKL,10.451399803161621,14.257399559020996,1
Foumban Nkounja ,Foumban,Cameroon,FOM,FKKM,5.636919975280762,10.750800132751465,1
N’Gaoundéré ,N’gaoundere,Cameroon,NGE,FKKN,7.3570098876953125,13.559200286865234,1
Garoua Intl ,Garoua,Cameroon,GOU,FKKR,9.33588981628418,13.370100021362305,1
Bafoussam ,Bafoussam,Cameroon,BFX,FKKU,5.536920070650001,10.354599952700001,1
Bamenda ,Bamenda,Cameroon,BPC,FKKV,6.039239883422852,10.122599601745605,1
Yaoundé ,Yaounde,Cameroon,YAO,FKKY,3.8360400199890137,11.523500442504883,1
Kasompe ,Kasompe,Zambia,CGJ,FLKE,-12.572799682617,27.893899917603,2
Livingstone ,Livingstone,Zambia,LVI,FLLI,-17.821800231933594,25.82270050048828,2
Kenneth Kaunda Intl Lusaka,Lusaka,Zambia,LUN,FLLS,-15.3308000565,28.4526004791,2
Mfuwe ,Mfuwe,Zambia,MFU,FLMF,-13.258899688720703,31.936599731445312,2
Mongu ,Mongu,Zambia,MNR,FLMG,-15.254500389099121,23.16230010986328,2
Simon Mwansa Kapwepwe Intl ,Ndola,Zambia,NLA,FLND,-12.998100280762,28.66489982605,2
Southdowns ,Southdowns,Zambia,KIW,FLSO,-12.900500297546387,28.149900436401367,2
Prince Said Ibrahim Intl ,Moroni,Comoros,HAH,FMCH,-11.5337,43.2719,3
Mohéli Bandar Es Eslam ,Moheli,Comoros,NWA,FMCI,-12.298100471496582,43.76639938354492,3
Ouani ,Anjouan,Comoros,AJN,FMCV,-12.131699562072754,44.430301666259766,3
Dzaoudzi Pamandzi Intl ,Dzaoudzi,Mayotte,DZA,FMCZ,-12.804699897766113,45.28110122680664,3
Roland Garros ,St.-denis,Reunion,RUN,FMEE,-20.887100219726562,55.51029968261719,4
Pierrefonds ,St.-pierre,Reunion,ZSE,FMEP,-21.320899963378906,55.42499923706055,4
Ivato ,Antananarivo,Madagascar,TNR,FMMI,-18.7969,47.478802,3
Miandrivazo ,Miandrivazo,Madagascar,ZVA,FMMN,-19.56279945373535,45.450801849365234,3
Sainte Marie ,Sainte Marie,Madagascar,SMS,FMMS,-17.093900680541992,49.815799713134766,3
Toamasina ,Toamasina,Madagascar,TMM,FMMT,-18.109500885009766,49.39250183105469,3
Morondava ,Morondava,Madagascar,MOQ,FMMV,-20.284700393676758,44.31760025024414,3
Arrachart ,Antsiranana,Madagascar,DIE,FMNA,-12.34939956665039,49.29169845581055,3
Mananara Nord ,Mananara,Madagascar,WMR,FMNC,-16.16390037536621,49.773799896240234,3
Andapa ,Andapa,Madagascar,ZWA,FMND,-14.651700019836426,49.620601654052734,3
Ambilobe ,Ambilobe,Madagascar,AMB,FMNE,-13.188400268554688,48.987998962402344,3
Antsirabato ,Antalaha,Madagascar,ANM,FMNH,-14.99940013885498,50.3202018737793,3
Analalava ,Analalava,Madagascar,HVA,FMNL,-14.62969970703125,47.76380157470703,3
Amborovy ,Mahajanga,Madagascar,MJN,FMNM,-15.6668417421,46.351232528699995,3
Fascene ,Nosy-be,Madagascar,NOS,FMNN,-13.3121004105,48.3148002625,3
Besalampy ,Besalampy,Madagascar,BPY,FMNQ,-16.744530296500002,44.4824838638,3
Maroantsetra ,Maroantsetra,Madagascar,WMN,FMNR,-15.436699867248535,49.68830108642578,3
Sambava ,Sambava,Madagascar,SVB,FMNS,-14.278599739074707,50.17470169067383,3
Vohimarina ,Vohemar,Madagascar,VOH,FMNV,-13.375800132751465,50.00279998779297,3
Ambalabe ,Antsohihy,Madagascar,WAI,FMNW,-14.898799896240234,47.993900299072266,3
Ampampamena ,Ampampamena,Madagascar,IVA,FMNZ,-13.484816,48.632702,3
Tôlanaro ,Tolagnaro,Madagascar,FTU,FMSD,-25.03809928894043,46.95610046386719,3
Fianarantsoa ,Fianarantsoa,Madagascar,WFI,FMSF,-21.441600799560547,47.111698150634766,3
Farafangana ,Farafangana,Madagascar,RVA,FMSG,-22.805299758911133,47.82059860229492,3
Manakara ,Manakara,Madagascar,WVK,FMSK,-22.119699478149414,48.02170181274414,3
Mananjary ,Mananjary,Madagascar,MNJ,FMSM,-21.201799392700195,48.358299255371094,3
Morombe ,Morombe,Madagascar,MXM,FMSR,-21.7539005279541,43.3754997253418,3
Toliara ,Toliara,Madagascar,TLE,FMST,-23.383399963378906,43.72850036621094,3
Mbanza Congo ,M’banza-congo,Angola,SSY,FNBC,-6.269899845123291,14.246999740600586,1
Benguela ,Benguela,Angola,BUG,FNBG,-12.609000206,13.4036998749,1
Cabinda ,Cabinda,Angola,CAB,FNCA,-5.59699010848999,12.188400268554688,1
Nova Lisboa ,Huambo,Angola,NOV,FNHU,-12.808899879455566,15.760499954223633,1
Kuito ,Kuito,Angola,SVP,FNKU,-12.404600143433,16.947399139404,1
Lobito ,Lobito,Angola,\N,FNLB,-12.371199607849121,13.536600112915039,1
Quatro de Fevereiro ,Luanda,Angola,LAD,FNLU,-8.85837,13.2312,1
Malanje ,Malanje,Angola,MEG,FNMA,-9.525090217590332,16.312400817871094,1
Menongue ,Menongue,Angola,SPP,FNME,-14.657600402832031,17.71980094909668,1
Negage ,Negage,Angola,GXG,FNNG,-7.754509925842285,15.287699699401855,1
Porto Amboim ,Porto Amboim,Angola,PBN,FNPA,-10.722000122070312,13.76550006866455,1
Saurimo ,Saurimo,Angola,VHC,FNSA,-9.689069747924805,20.431900024414062,1
Soyo ,Soyo,Angola,SZA,FNSO,-6.141089916229248,12.371800422668457,1
Lubango ,Lubango,Angola,SDD,FNUB,-14.924699783325195,13.574999809265137,1
Luena ,Luena,Angola,LUO,FNUE,-11.768099784851074,19.8976993560791,1
Uige ,Uige,Angola,UGO,FNUG,-7.60306978225708,15.027799606323242,1
Xangongo ,Xangongo,Angola,XGN,FNXA,-16.755399703979492,14.965299606323242,1
Oyem ,Oyem,Gabon,OYE,FOGO,1.5431100130081177,11.581399917602539,1
Okondja ,Okondja,Gabon,OKN,FOGQ,-0.6652140021324158,13.673100471496582,1
Lambarene ,Lambarene,Gabon,LBQ,FOGR,-0.7043889760971069,10.245699882507324,1
Bitam ,Bitam,Gabon,BMM,FOOB,2.0756399631500244,11.493200302124023,1
Port Gentil ,Port Gentil,Gabon,POG,FOOG,-0.7117390036582947,8.754380226135254,1
Omboue Hopital ,Omboue Hospial,Gabon,OMB,FOOH,-1.5747300386428833,9.262689590454102,1
Makokou ,Makokou,Gabon,MKU,FOOK,0.5792109966278076,12.890899658203125,1
Libreville Leon M’ba Intl ,Libreville,Gabon,LBV,FOOL,0.458600014448,9.412280082699999,1
M’Vengue El Hadj Omar Bongo Ondimba Intl ,Franceville,Gabon,MVB,FOON,-1.6561599969863892,13.437999725341797,1
Principe ,Principe,Sao Tome and Principe,PCP,FPPR,1.6629400253295898,7.411739826202393,0
São Tomé Intl ,Sao Tome,Sao Tome and Principe,TMS,FPST,0.3781749904155731,6.7121500968933105,0
Beira ,Beira,Mozambique,BEW,FQBR,-19.79640007019043,34.90760040283203,2
Inhambane ,Inhambane,Mozambique,INH,FQIN,-23.876399993896484,35.40850067138672,2
Lichinga ,Lichinga,Mozambique,VXC,FQLC,-13.274,35.2663,2
Lumbo ,Lumbo,Mozambique,LFB,FQLU,-15.0331001282,40.671699523899996,2
Maputo ,Maputo,Mozambique,MPM,FQMA,-25.920799,32.572601,2
Mueda ,Mueda,Mozambique,MUD,FQMD,-11.672900199890137,39.5630989074707,2
Mocímboa da Praia ,Mocimboa Da Praia,Mozambique,MZB,FQMP,-11.361800193786621,40.35490036010742,2
Marrupa ,Marrupa,Mozambique,\N,FQMR,-13.225099563598633,37.552101135253906,2
Nacala ,Nacala,Mozambique,MNC,FQNC,-14.488200187683105,40.71220016479492,2
Nampula ,Nampula,Mozambique,APL,FQNP,-15.105600357055664,39.28179931640625,2
Pemba ,Pemba,Mozambique,POL,FQPB,-12.991762161254883,40.52401351928711,2
Quelimane ,Quelimane,Mozambique,UEL,FQQL,-17.855499267578125,36.86909866333008,2
Songo ,Songo,Mozambique,\N,FQSG,-15.602700233459473,32.77320098876953,2
Chingozi ,Tete,Mozambique,TET,FQTT,-16.104799270629883,33.640201568603516,2
Ulongwe ,Ulongwe,Mozambique,\N,FQUG,-14.70460033416748,34.35240173339844,2
Vilankulo ,Vilankulu,Mozambique,VNX,FQVL,-22.018400192260742,35.31330108642578,2
Alphonse ,Alphonse,Seychelles,\N,FSAL,-7.00478,52.7262,4
Desroches ,Desroches,Seychelles,DES,FSDR,-5.6967,53.6558,4
Farquhar ,Farquhar,Seychelles,\N,FSFA,-10.1096,51.176102,4
Seychelles Intl ,Mahe,Seychelles,SEZ,FSIA,-4.67434,55.521801,4
Praslin ,Praslin,Seychelles,PRI,FSPP,-4.3192901611328125,55.69139862060547,4
Coetivy ,Coetivy,Seychelles,\N,FSSC,-7.13457,56.278198,4
Abeche ,Abeche,Chad,AEH,FTTC,13.847000122070312,20.84429931640625,1
Moundou ,Moundou,Chad,MQQ,FTTD,8.624409675598145,16.071399688720703,1
N’Djamena Intl ,N’djamena,Chad,NDJ,FTTJ,12.1337,15.034,1
Faya Largeau ,Faya-largeau,Chad,FYT,FTTY,17.91710090637207,19.111099243164062,1
Joshua Mqabuko Nkomo Intl ,Bulawayo,Zimbabwe,BUQ,FVBU,-20.017401,28.617901,2
Charles Prince ,Harare,Zimbabwe,\N,FVCP,-17.75160026550293,30.924699783325195,2
Buffalo Range ,Chiredzi,Zimbabwe,BFO,FVCZ,-21.008101,31.5786,2
Victoria Falls Intl ,Victoria Falls,Zimbabwe,VFA,FVFA,-18.09589958190918,25.839000701904297,2
Robert Gabriel Mugabe Intl ,Harare,Zimbabwe,HRE,FVHA,-17.931801,31.0928,2
Kariba Intl ,Kariba,Zimbabwe,KAB,FVKB,-16.519800186157227,28.885000228881836,2
Mutoko ,Mutoko,Zimbabwe,\N,FVMT,-17.431900024414062,32.18450164794922,2
Mutare ,Mutare,Zimbabwe,UTA,FVMU,-18.997499465942,32.627201080322,2
Masvingo Intl ,Masvingo,Zimbabwe,MVZ,FVMV,-20.055299758911133,30.859100341796875,2
Zvishavane ,Zvishavane,Zimbabwe,\N,FVSH,-20.289499282836914,30.088199615478516,2
Hwange National Park ,Hwange National Park,Zimbabwe,HWN,FVWN,-18.629899978637695,27.020999908447266,2
Chileka Intl ,Blantyre,Malawi,BLZ,FWCL,-15.679100036621094,34.9739990234375,2
Karonga ,Karonga,Malawi,KGJ,FWKA,-9.953570365905762,33.893001556396484,2
Kasungu ,Kasungu,Malawi,KBQ,FWKG,-13.014599800109863,33.46860122680664,2
Lilongwe Intl ,Lilongwe,Malawi,LLW,FWKI,-13.7894001007,33.78099823,2
Mzuzu ,Mzuzu,Malawi,ZZU,FWUU,-11.444700241088867,34.01179885864258,2
Moshoeshoe I Intl ,Maseru,Lesotho,MSU,FXMM,-29.462299346923828,27.552499771118164,2
Mejametalana Airbase,Maseru,Lesotho,\N,FXMU,-29.304100036621094,27.50349998474121,2
Ndjili Intl ,Kinshasa,Congo (Kinshasa),FIH,FZAA,-4.38575,15.4446,1
Ndolo ,Kinshasa,Congo (Kinshasa),NLO,FZAB,-4.32666015625,15.327500343323,1
Muanda ,Muanda,Congo (Kinshasa),MNB,FZAG,-5.9308600425720215,12.351799964904785,1
Kitona Base ,Kitona Base,Congo (Kinshasa),\N,FZAI,-5.918059825897217,12.447699546813965,1
Bandundu ,Bandoundu,Congo (Kinshasa),FDU,FZBO,-3.3113200664520264,17.38170051574707,1
Kikwit ,Kikwit,Congo (Kinshasa),KKW,FZCA,-5.035769939422607,18.785600662231445,1
Mbandaka ,Mbandaka,Congo (Kinshasa),MDK,FZEA,0.0226000007242,18.2887001038,1
Gbadolite ,Gbadolite,Congo (Kinshasa),BDT,FZFD,4.253210067749023,20.975299835205078,1
Gemena ,Gemena,Congo (Kinshasa),GMA,FZFK,3.2353699207299997,19.771299362199997,1
Kotakoli ,Kotakoli,Congo (Kinshasa),KLI,FZFP,4.157639980316162,21.65089988708496,1
Lisala ,Lisala,Congo (Kinshasa),LIQ,FZGA,2.17066,21.496901,1
Bangoka Intl ,Kisangani,Congo (Kinshasa),FKI,FZIC,0.481638997793,25.3379993439,2
Matari ,Isiro,Congo (Kinshasa),IRP,FZJH,2.8276100158691406,27.588300704956055,2
Bunia ,Bunia,Congo (Kinshasa),BUX,FZKA,1.5657199621200562,30.220800399780273,2
Buta Zega ,Buta Zega,Congo (Kinshasa),BZU,FZKJ,2.818350076675415,24.793699264526367,2
Bukavu Kavumu ,Bukavu/kavumu,Congo (Kinshasa),BKY,FZMA,-2.3089799880981445,28.808799743652344,2
Goma Intl ,Goma,Congo (Kinshasa),GOM,FZNA,-1.6708099842071533,29.238500595092773,2
Kindu ,Kindu,Congo (Kinshasa),KND,FZOA,-2.91917991638,25.915399551399997,2
Lubumbashi Intl ,Lubumashi,Congo (Kinshasa),FBM,FZQA,-11.5913000107,27.5308990479,2
Kolwezi ,Kolwezi,Congo (Kinshasa),KWZ,FZQM,-10.765899658203125,25.505699157714844,2
Kalemie ,Kalemie,Congo (Kinshasa),FMI,FZRF,-5.8755598068237305,29.25,2
Kamina Base ,Kamina Base,Congo (Kinshasa),KMN,FZSA,-8.642020225524902,25.252899169921875,2
Kananga ,Kananga,Congo (Kinshasa),KGA,FZUA,-5.90005016327,22.4692001343,2
Mbuji Mayi ,Mbuji-mayi,Congo (Kinshasa),MJM,FZWA,-6.121240139010001,23.569000244099996,2
Modibo Keita Intl ,Bamako,Mali,BKO,GABS,12.5335,-7.94994,0
Gao ,Gao,Mali,GAQ,GAGO,16.24839973449707,-0.005456000100821257,0
Kayes Dag Dag ,Kayes,Mali,KYS,GAKY,14.481200218200684,-11.404399871826172,0
Mopti ,Mopti,Mali,MZI,GAMB,14.5128002167,-4.0795598030099995,0
Timbuktu ,Tombouctou,Mali,TOM,GATB,16.730499267578125,-3.007580041885376,0
Tessalit ,Tessalit,Mali,\N,GATS,20.243000030517578,0.9773079752922058,0
Banjul Intl ,Banjul,Gambia,BJL,GBYD,13.338000297546387,-16.65220069885254,0
Fuerteventura ,Fuerteventura,Spain,FUE,GCFV,28.452699661254883,-13.863800048828125,0
Hierro ,Hierro,Spain,VDE,GCHI,27.814800262451172,-17.887100219726562,0
La Palma ,Santa Cruz De La Palma,Spain,SPC,GCLA,28.626499,-17.7556,0
Gran Canaria ,Gran Canaria,Spain,LPA,GCLP,27.931900024414062,-15.38659954071045,0
Lanzarote ,Arrecife,Spain,ACE,GCRR,28.945499,-13.6052,0
Tenerife South ,Tenerife,Spain,TFS,GCTS,28.044500351,-16.5725002289,0
Tenerife Norte ,Tenerife,Spain,TFN,GCXO,28.4827003479,-16.3414993286,0
Melilla ,Melilla,Spain,MLN,GEML,35.279800415,-2.9562599659,1
Lungi Intl ,Freetown,Sierra Leone,FNA,GFLL,8.61644,-13.1955,0
Cufar ,Cufar,Guinea-Bissau,\N,GGCF,11.2878999710083,-15.180500030517578,0
Spriggs Payne ,Monrovia,Liberia,MLW,GLMR,6.289060115814209,-10.758700370788574,0
Roberts Intl ,Monrovia,Liberia,ROB,GLRB,6.23379,-10.3623,0
Al Massira ,Agadir,Morocco,AGA,GMAD,30.325000762939453,-9.413069725036621,0
